Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Puntuacion_TMDB;Temporadas;Episodios;URL_Externa
W Two Worlds Apart;W: Entre Dos Mundos;TMDB;2016;"Oh Yeon Joo es una cirujana cardiotorácica en sus 30 cuyo padre se dedica a escribir el webtoon más famoso de Corea, ""W"". El autor, harto ya del personaje de Kang Chul, decide que es hora de matarlo. Sin embargo, por sucesos inesperados, ella se traslada al mundo ficticio donde vive Kang Chul y lo salva. De ahí en adelante Oh Yeon Joo intentará averiguar que sucede realmente para que ambos mundos se unan y por qué su padre está empecinado en matar al personaje principal de su obra.";https://image.tmdb.org/t/p/original/kNVzS04zUVs5BNSiRcMwjFJh2Fl.jpg;Drama, Comedia;8.5;1;16;https://www.themoviedb.org/tv/66330
Wedding Impossible;웨딩 임파서블;TMDB;2024;;https://image.tmdb.org/t/p/original/pwYE1YcUXYPKnXbAQNv4NVvYTGs.jpg;Drama, Comedia;6.586;1;12;https://www.themoviedb.org/tv/230198
Weightlifting Fairy Kim Bok Joo;El Hada De Las Pesas Kim Bok Joo;TMDB;2016;"[Weightlifting Fairy Kim Bok Joo] Cuenta la historia de Kim Bok Joo, una joven de 22 años de edad. Huérfana de madre, quien se quedó al cuidado de su padre, un ex levantador de pesas. Asiste a la universidad Hanwool, en la especialidad de Educación física, en la cual muchos atletas entrenan para competencias y así poder representar a su país; ella al igual que su padre se dedica al levantamiento de pesas. Bok Joo conocerá a su primer amor, un médico de una clínica de obesidad. Sin embargo, ella no contaba con que el hermano de este médico fuera Jung Joon Hyung, un viejo compañero de la escuela primaria, con quien además tendrá una colorida amistad. ¿Solo tendrán una bella amistad o nacerán sentimientos románticos?";https://image.tmdb.org/t/p/original/8SW0FS3U4nJQVIQj1hecU2Fon8Z.jpg;Comedia, Drama;8.502;1;16;https://www.themoviedb.org/tv/68349
Welcome to Samdal-ri;De vuelta en Samdal-ri;TMDB;2023;Cho Yong Pil trabaja como meteorólogo en Samdalri, en la isla de Jeju. Es famoso por ser una persona incontrolable en la agencia meteorológica ya que cuando cree tener razón, no tiene miedo de expresar su punto de vista. Él nació y creció en esa misma ciudad, la cual adora y todavía vive allí cuidando a los ancianos. Tiene una amiga de la infancia, Cho Sam Dal, y a pesar de que estuvieron cerca durante muchos años llegaron a distanciarse.  Cho Sam Dal es una famosa fotógrafa que trabaja bajo el alias de Cho Eun Hye en Seúl. Alcanzó el pináculo de su profesión después de trabajar muy duro pero debido a un suceso, pierde su carrera de fotógrafa y su vida se derrumba, por lo que regresa a su ciudad natal de la cual siempre quiso irse.  Cho Yong Pil y Cho Sam Dal se reencuentran después de muchos años y su relación se empieza a desarrollar románticamente.;https://image.tmdb.org/t/p/original/q3PvmNFxIwE5O6IXji2ZeMGFyXe.jpg;Drama, Comedia;8.142;1;16;https://www.themoviedb.org/tv/219651
What Comes After Love;사랑 후에 오는 것들;TMDB;2024;;https://image.tmdb.org/t/p/original/4DBZ5D06iV61XII7L9bbqS9JNh7.jpg;Drama;7.519;1;6;https://www.themoviedb.org/tv/231281
When The Phone Rings;Cuando el teléfono suena;TMDB;2024;Un político en ascenso y su esposa muda ven cómo su tenso matrimonio se desmorona tras la llamada de un secuestrador pone sus vidas patas arriba.;https://image.tmdb.org/t/p/original/6UnZi4kWQLWmbO0D9qV8VE9eMfj.jpg;Drama, Misterio, Crimen;8.3;1;12;https://www.themoviedb.org/tv/253905
When the Phone Rings;Cuando el teléfono suena;TMDB;2024;Un político en ascenso y su esposa muda ven cómo su tenso matrimonio se desmorona tras la llamada de un secuestrador pone sus vidas patas arriba.;https://image.tmdb.org/t/p/original/6UnZi4kWQLWmbO0D9qV8VE9eMfj.jpg;Drama, Misterio, Crimen;8.3;1;12;https://www.themoviedb.org/tv/253905
Winter Sonata;Winter Sonata;TMDB;2009;El anime es una adaptación del popular K-Drama coreano de 2002 Winter Sonata (Gyeoul Yeonga).  Yoo Jin se enamora de Joon Sang cuando era niña. Después de perderlo en un accidente, ella decide casarse con su amigo de la infancia. Sin embargo, Yoo Jin conoce a alguien que se parece exactamente a su amor perdido, lo que la pone en apuros.;https://image.tmdb.org/t/p/original/hEQfbySleuck2b0Oqc7umOC3nIM.jpg;Animación, Drama;0.0;1;26;https://www.themoviedb.org/tv/79025
Wonderful World;Wonderful World Corea;TMDB;2024;Eun Soo Hyun es profesora de psicología y escritora famosa, pero su vida ha cambiado por completo. Su pequeño hijo muere injustamente y para empeorar las cosas, el responsable de la muerte de su hijo no es castigado por la ley. Eun Soo Hyun pierde la esperanza en este mundo y decide castigar ella sola al responsable de la muerte de su hijo. Su vida todavía está llena de dolor y desesperación. De alguna manera, Eun Soo Hyun se involucra con otras personas que sufren un dolor similar al de ella y resuelve sus misteriosos casos. Poco a poco se curan en el proceso.;https://image.tmdb.org/t/p/original/3svVZdK4bb6RUklGGLZqfr4S05S.jpg;Drama, Misterio;8.5;1;14;https://www.themoviedb.org/tv/227190
Would you Marry Me;追婚记;TMDB;2016;;https://image.tmdb.org/t/p/original/te2mZYggJWaI1vLLDbg9tPzXojL.jpg;Drama;0.0;1;41;https://www.themoviedb.org/tv/133030
You are my Destiny;너는 내 운명;TMDB;2008;;https://image.tmdb.org/t/p/original/2T517OGQXPoe8l3dLuw79ymYQ6F.jpg;Drama, Familia, Romance, Comedia;5.5;1;178;https://www.themoviedb.org/tv/39068
