Titulo_original;Titulo_encontrado;Fuente;Anio;Sinopsis;Poster_URL;Generos;Desarrolladores;Editores;Puntuacion_Usuario;Metascore;URL_Slug
Need For Speed Hot Pursuit v1.0.5;Need For Speed: Hot Pursuit;RAWG;2010.0;Need For Speed: Hot Pursuit es un juego de carreras arcade donde puedes huir como corredor o atrapar criminales como policía, en un mundo abierto continuo de impresionantes carreteras costeras con rivalidad en línea.;https://media.rawg.io/media/games/367/367463d43c2a1465f27e830b5b1334ee.jpg;Racing, Arcade;Electronic Arts, Criterion Games;Electronic Arts;3.86;86.0;need-for-speed-hot-pursuit-2
Need for Speed Most Wanted 2012;Need For Speed: Most Wanted;RAWG;2005.0;Despierta con el olor del asfalto quemado. Most Wanted te desafía a convertirte en el corredor callejero más buscado de la ciudad de Rockport, evadiendo a la policía y derrotando a rivales para escalar la Lista Negra.;https://media.rawg.io/media/games/41b/41ba37b6a3e706dc1d27d49afbf0f72a.jpg;Racing, Arcade;Electronic Arts Canada, Electronic Arts Black Box;Electronic Arts;4.45;83.0;need-for-speed-most-wanted
Need for Speed Most Wanted Black Edition;Need for Speed: Most Wanted Black Edition;RAWG;2015.0;Sin sinopsis disponible.;https://media.rawg.io/media/screenshots/d61/d61f4fdbed7cbdef0849db2f5fdc2d62.jpg;Racing;;;4.38;;need-for-speed-most-wanted-black-edition
Need for Speed The Run Limited Edition;Need for Speed: The Run;RAWG;2011.0;Desde la Golden Gate hasta el Empire State, compite en The Run: una carrera ilícita de costa a costa por los Estados Unidos enteros, de San Francisco a Nueva York, adelantando a rivales y esquivando a la ley.;https://media.rawg.io/media/games/824/8244583f6d39dda76b0fce7a516d1425.jpg;Racing, Arcade;Electronic Arts Black Box;Electronic Arts;3.75;66.0;need-for-speed-the-run
Need for Speed Underground;Need for Speed: Underground;RAWG;2003.0;Need for Speed: Underground es la séptima entrega de la saga, que lanzó la nueva era del tuning underground de la franquicia. Personaliza y compite con coches de importación en una ciudad nocturna bañada de neón.;https://media.rawg.io/media/games/7dd/7dd30ec2b261fa66c3567ddd845ec649.jpg;Racing, Arcade;Electronic Arts Black Box;Electronic Arts;4.33;82.0;need-for-speed-underground-3
Nexomon;Nexomon;RAWG;2017.0;Atrapa, evoluciona y colecciona más de 300 Nexomon únicos. Forma el equipo definitivo de Nexomon y enfrenta al legendario Nexomon Omnicron, que busca esclavizar a la humanidad en este clásico RPG de captura de monstruos.;https://media.rawg.io/media/screenshots/853/853b0b21698ce3abe9b60a2b534da87e.jpg;Adventure, RPG, Strategy, Indie;VEWO INTERACTIVE, LIME TURTLE;VEWO INTERACTIVE, LIME TURTLE;0.0;;nexomon
Nexomon - Extinction v2.0.1;Nexomon: Extinction;RAWG;2020.0;Nexomon: Extinction es un regreso a los clásicos juegos de captura de monstruos. Descubre un mundo al borde de la extinción, atrapa más de 300 Nexomon en diversos entornos y desvela la oscura verdad detrás del colapso del mundo.;https://media.rawg.io/media/games/c65/c65e07a823c169cfa9711f4d3d3ba74c.jpg;Adventure, RPG, Strategy, Indie;VEWO INTERACTIVE;PQube, VEWO INTERACTIVE;3.78;;nexomon-extinction
Nioh Complete Edition 1.21.04;Nioh;RAWG;2017.0;Un juego de complejidad insana en la mejor tradición del género Souls. Controla a William Adams, un samurái rubio navegando por un Japón feudal infestado de espíritus, dominando el profundo combate con múltiples posturas de armas.;https://media.rawg.io/media/games/f84/f84c7c45e074117fb81fecf427f8b41f.jpg;Action, RPG;Team NINJA;Sony Computer Entertainment, Koei Tecmo Games;3.81;88.0;nioh
No Man’s Sky V6.03;No Man's Sky;RAWG;2016.0;No Man's Sky es un juego de supervivencia y aventura espacial desarrollado por Hello Games. Explora un universo casi infinito generado proceduralmente, con 18 quintillones de planetas por descubrir, cada uno con vida y paisajes únicos.;https://media.rawg.io/media/games/174/1743b3dd185bda4a7be349347d4064df.jpg;Action, Adventure, RPG, Simulation, Massively Multiplayer, Indie;Hello Games;Hello Games;3.71;75.0;no-mans-sky
One Piece Pirate Warriors 3 Gold Edition;One Piece Pirate Warriors 3;RAWG;2015.0;Las aventuras de Luffy y su tripulación de Sombrero de Paja llegan al PC. Disfruta de la historia original de ONE PIECE desde el arco de Romance Dawn hasta el arco de Dressrosa, eliminando a miles de enemigos con acción estilo musou.;https://media.rawg.io/media/screenshots/c4e/c4e663905c6ad9aa0b42fe0d26e7ce5a.jpg;Action, Adventure;BANDAI NAMCO Entertainment America, Koei Tecmo;Bandai Namco Entertainment, BANDAI NAMCO Entertainment US;3.46;;one-piece-pirate-warriors-3-2
One Piece Pirate Warriors 4 v1.0.6.0;ONE PIECE: PIRATE WARRIORS 4;RAWG;2020.0;La serie PIRATE WARRIORS combina el popular anime ONE PIECE con la explosiva acción musou. La última entrega incluye mecánicas actualizadas, nuevos personajes y escenas dramáticas de los arcos de Whole Cake Island y Wano.;https://media.rawg.io/media/games/7a3/7a3f0042e23365c3bb4d4cf300e92d00.jpg;Action;Bandai Namco Entertainment, Koei Tecmo;Bandai Namco Entertainment;3.57;;one-piece-pirate-warriors-4
Ori and the Will of the Wisps;Ori and the Will of the Wisps;RAWG;2020.0;Comienza un nuevo viaje. Embárcate en una aventura con un combate, personalización y habilidades completamente nuevos mientras Ori busca a un amigo perdido en un mundo bellamente pintado a mano lleno de antiguos secretos.;https://media.rawg.io/media/games/718/71891d2484a592d871e91dc826707e1c.jpg;Action, Adventure, Platformer;Moon Studios;Microsoft Studios, Xbox Game Studios;4.41;91.0;ori-and-the-will-of-the-wisps
Outer Wilds v1.1.16;Outer Wilds;RAWG;2019.0;Outer Wilds es un misterio en mundo abierto sobre un sistema solar atrapado en un bucle temporal de 22 minutos. Explora extraños planetas, reconstruye el misterio de una antigua civilización desaparecida y descubre el secreto más oscuro del universo.;https://media.rawg.io/media/games/9f4/9f418898f5415668ca47b5f4ab1ecfeb.jpg;Adventure, Indie, Puzzle;Mobius Digital;Annapurna Interactive;4.36;84.0;outer-wilds
Outlast 2;Outlast 2;RAWG;2017.0;Outlast 2 es un survival horror en primera persona desarrollado por Red Barrels. El periodista de investigación Blake Langermann queda varado en el desierto de Arizona y debe sobrevivir al culto de Sullivan Knoth solo con una cámara y sus piernas.;https://media.rawg.io/media/games/880/880f6aa65fe9d786f1a455963df76180.jpg;Action, Adventure, Indie;Red Barrels;Red Barrels;3.68;76.0;outlast-2
Outlast v1.0.12046.0;Outlast;RAWG;2013.0;Horror psicológico cinematográfico. Controla a un periodista que se cuela en un hospital psiquiátrico solo para encontrarlo invadido por pacientes dementes. Sobrevive sin armas: solo una cámara con visión nocturna y tus piernas.;https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg;Action, Indie;Red Barrels;Red Barrels;3.76;80.0;outlast
Overcooked Gourmet Edition;Overcooked;RAWG;2016.0;Overcooked pone a dos chefs en cocinas absurdas: en un camión en marcha, en un iceberg, en el espacio. Trabaja en equipo para picar, cocinar y emplatar platos antes de que se venzan los pedidos en este frenético juego cooperativo.;https://media.rawg.io/media/games/270/270b412b66688081497b3d70c100b208.jpg;Simulation, Arcade, Casual, Indie;Team17 Digital, Ghost Town Games;Team17 Digital;4.07;81.0;overcooked
Overcooked! 2 v26.05.2022;Overcooked! 2;RAWG;2018.0;El caótico cooperativo de cocina regresa. Lanza ingredientes por las cocinas, pasa platos sobre obstáculos y domina nuevas mecánicas en más de 200 niveles. El modo Nueva Partida Plus añade una cuarta estrella a cada fase.;https://media.rawg.io/media/games/d11/d11470677a829e34562e95a4002c2c7f.jpg;Action, Casual, Indie;Team17 Digital, Ghost Town Games;Team17 Digital;4.15;82.0;overcooked-2
Papers Please 1.1.65;Papers, Please;RAWG;2013.0;Como oficial de inmigración en el ficticio país de bloque soviético de Arstotzka, examina documentos y decide quién puede entrar. Cada decisión tiene peso moral, y la supervivencia de tu familia depende de tu sueldo.;https://media.rawg.io/media/games/6d3/6d33014a4ed48a19c30a77ead5a0f62e.jpg;Simulation, Educational, Indie, Puzzle;Lucas Pope, Dukope1, 3909;3909;4.37;85.0;papers-please
PixARK v1.181;PixARK;RAWG;2018.0;Bienvenido a PixARK, un vasto mundo salvaje lleno de voraces dinosaurios, criaturas mágicas y oscuras mazmorras. Construye y explora en un mundo de vóxeles que combina la construcción de Minecraft con las mecánicas de doma de criaturas de ARK.;https://media.rawg.io/media/screenshots/61f/61fc1a77f243d5cb4b20e6a7d6697ca3.jpg;Action, Adventure, RPG, Strategy, Casual, Massively Multiplayer;Snail Games USA, Snail Games;Snail Games USA, Snail Games;2.43;;pixark
Planet Zoo Deluxe Edition v1.2.5;Planet Zoo;RAWG;2019.0;Construye un mundo para la vida salvaje en Planet Zoo. De los creadores de Planet Coaster llega la última simulación de gestión de zoológicos, con comportamiento animal auténtico, hábitats y gestión de la experiencia de los visitantes.;https://media.rawg.io/media/screenshots/38f/38f484631d76603231be8bedf658f646.jpg;Strategy, Simulation;Frontier Developments;Frontier Developments;3.91;81.0;planet-zoo
Plants vs. Zombies - Trasplantado;Plants vs. Zombies;RAWG;2009.0;El famoso juego casual de defensa de torres de PopCap. Planta girasoles, lanzaguisantes, cerezas bomba y docenas de otras plantas para defender tu hogar de un ejército de divertidos pero implacables zombis.;https://media.rawg.io/media/screenshots/590/590aa45fbab8d43b57f93dd60027af7f.jpg;Strategy, Arcade, Puzzle;PopCap Games;Electronic Arts, PopCap Games;4.27;86.0;plants-vs-zombies
Prince of Persia - The Lost Crown;Prince of Persia: The Lost Crown;RAWG;2024.0;Desata al guerrero interior. Usa Poderes del Tiempo, habilidades de combate y plataformas como Sargon, un joven guerrero de los élite Inmortales que debe rescatar a un príncipe secuestrado en la mítica tierra del Monte Qaf.;https://media.rawg.io/media/games/cca/ccaa933775fe1ffcebe40a01f52545db.jpg;Action, Adventure, Platformer;;Ubisoft Entertainment;3.95;;prince-of-persia-the-lost-crown
Prince of Persia 1 - Arenas del Tiempo;Prince of Persia (2008);RAWG;2008.0;La saga Prince of Persia es conocida por sus acrobáticas plataformas. Este reinicio de 2008 presenta a un nuevo Príncipe y su reacia compañera Elika, viajando por un mundo corrompido por el dios Ahriman.;https://media.rawg.io/media/games/956/95640d5ea0288c187dbce849a4254a41.jpg;Action, Adventure;Ubisoft, Ubisoft Montreal, Gameloft;Ubisoft Entertainment;3.78;82.0;prince-of-persia
Prince of Persia 2 - Warrior Within;Prince of Persia: Warrior Within;RAWG;2004.0;Prince of Persia: Warrior Within es una aventura de acción y secuela de Las Arenas del Tiempo. El Príncipe debe viajar a la Isla del Tiempo para evitar la creación de las Arenas del Tiempo y detener a un ser inmortal despiadado.;https://media.rawg.io/media/games/459/459ac8745027643ed7338516c0025cf7.jpg;Action, Adventure;Ubisoft, Ubisoft Montreal, Pipeworks Software;Ubisoft Entertainment;4.4;83.0;prince-of-persia-warrior-within
Prince of Persia 3 - The Two Thrones;Prince of Persia: The Two Thrones;RAWG;2005.0;Prince of Persia: Las Dos Coronas es un juego de acción rápida en tercera persona y conclusión de la trilogía de Las Arenas del Tiempo. El Príncipe regresa a Babilonia solo para encontrar su ciudad sitiada y su lado oscuro de regreso.;https://media.rawg.io/media/games/dd7/dd72d8a527cd9245c7eb7cd05aa53efa.jpg;Action, Adventure;Ubisoft, Ubisoft Montreal, Ubisoft Casablanca;Ubisoft Entertainment;4.12;85.0;prince-of-persia-the-two-thrones
Prince of Persia 4;Prince of Persia (2008);RAWG;2008.0;Un reinicio de la saga Prince of Persia con arte cel-shadeado. El Príncipe y Elika atraviesan un mundo corrompido usando acrobacias y poderes basados en la luz para restaurar los árboles curativos y combatir las fuerzas de Ahriman.;https://media.rawg.io/media/games/956/95640d5ea0288c187dbce849a4254a41.jpg;Action, Adventure;Ubisoft, Ubisoft Montreal, Gameloft;Ubisoft Entertainment;3.78;82.0;prince-of-persia
Prince of Persia 5 - The Forgotten;Prince of Persia: The Forgotten Sands;RAWG;2010.0;Prince of Persia: Las Arenas Olvidadas es una aventura de acción en tercera persona ambientada entre Las Arenas del Tiempo y Warrior Within. El Príncipe descubre el poder de un legendario ejército, con devastadoras consecuencias.;https://media.rawg.io/media/games/9a2/9a2e789046757af843ef0dd2a435adab.jpg;Action, Adventure;Ubisoft Montreal;Ubisoft Entertainment;3.63;75.0;prince-of-persia-the-forgotten-sands
Pro Evolution Soccer 2009;Pro Evolution Soccer 6;RAWG;2006.0;Sin sinopsis disponible.;https://media.rawg.io/media/screenshots/979/9794beb61b89d46909893f2980eb8d02.jpg;Sports;Konami Digital Entertainment;Konami;4.38;;pro-evolution-soccer-6
Pro Evolution Soccer 2016;Pro Evolution Soccer 6;RAWG;2006.0;Sin sinopsis disponible.;https://media.rawg.io/media/screenshots/979/9794beb61b89d46909893f2980eb8d02.jpg;Sports;Konami Digital Entertainment;Konami;4.38;;pro-evolution-soccer-6
Pro Evolution Soccer 2017;Pro Evolution Soccer 6;RAWG;2006.0;Sin sinopsis disponible.;https://media.rawg.io/media/screenshots/979/9794beb61b89d46909893f2980eb8d02.jpg;Sports;Konami Digital Entertainment;Konami;4.38;;pro-evolution-soccer-6
Pro Evolution Soccer PES2010;Pro Evolution Soccer 6;RAWG;2006.0;Sin sinopsis disponible.;https://media.rawg.io/media/screenshots/979/9794beb61b89d46909893f2980eb8d02.jpg;Sports;Konami Digital Entertainment;Konami;4.38;;pro-evolution-soccer-6
Project Zomboid v41.78.16;Project Zomboid;RAWG;2013.0;Project Zomboid combina el survival horror con el RPG. Sobrevive solo o con otros en el condado de Knox, una zona de Kentucky infestada de zombis. Gestiona el hambre, la sed, la enfermedad y la salud mental mientras fortaleces tu base.;https://media.rawg.io/media/screenshots/243/2436b84b99f1121c302367f0c5901b84.jpg;RPG, Indie;The Indie Stone;The Indie Stone;3.87;;project-zomboid
Prototype 2;Prototype 2;RAWG;2012.0;Prototype 2 es un juego de acción de ciencia ficción de Radical Entertainment. El sargento James Heller, consumido por la rabia tras perder a su familia víctima del virus, persigue a Alex Mercer por un devastado Nueva York Zero.;https://media.rawg.io/media/games/445/44507fdd60a8ec02b1c3c64a293ca754.jpg;Action, Adventure;Activision, Radical Entertainment, Radical;Activision Blizzard;3.8;76.0;prototype-2
R.B.I Baseball 21;R.B.I. Baseball 21;RAWG;2021.0;Juega a tu manera. Crea un legado y deja tu huella en esta accesible simulación de béisbol de la MLB con todos los equipos, jugadores y estadios oficiales.;https://media.rawg.io/media/games/558/5583b24360f745f452c5ccd4bb50df69.jpg;Simulation, Sports;MLB, MLB Advanced Media, L.P.;Major League Baseball Advanced Media, MLB Advanced Media, MLB;0.0;;rbi-baseball-21
Rayman Origins 1.0.32504;Rayman Origins;RAWG;2011.0;Rayman Origins es un plataformas 2D, la cuarta entrega principal de Rayman. Guía a Rayman, Globox y los Teensies por exuberantes entornos dibujados a mano para rescatar a los Electoons y derrotar a los Darktoons.;https://media.rawg.io/media/screenshots/375/375f84d018242d7519a230f623981217.jpg;Action, Arcade, Family, Platformer;Ubisoft, Feral Interactive, Ubisoft Casablanca, UBIart Montpellier;Ubisoft Entertainment, Feral Interactive;4.13;86.0;rayman-origins
ReCore Definitive Edition;ReCore: Definitive Edition;RAWG;2017.0;Joule Adams, una de las primeras voluntarias para una colonia utópica, despierta en el desolado mundo de Far Eden mucho después de que el plan haya salido mal. Forma un equipo de leales compañeros robot y lucha para reclamar el planeta.;https://media.rawg.io/media/games/d76/d76bd51161884d729ceac7e98eacde80.jpg;Action, Adventure, Platformer;Armature Studio, Comcept;Microsoft Studios;3.26;;recore-definitive-edition-2
Red Alert 2 v1.006;Command & Conquer: Red Alert 2;RAWG;2000.0;Sin sinopsis disponible.;https://media.rawg.io/media/games/673/67304bfba37b6a18c50a60ab6ba6cebd.jpg;Strategy;Westwood Studios;Electronic Arts;4.36;84.0;command-conquer-red-alert-2
Red Dead Redemption (2024);Dead Rising Deluxe Remaster;RAWG;2024.0;Dead Rising regresa con una revisión gráfica completa. El periodista Frank West está atrapado en un centro comercial infestado de zombis durante 72 horas. Sobrevive, rescata supervivientes y desvela la verdad detrás del brote.;https://media.rawg.io/media/screenshots/37b/37b5993a45d6114a3eb44d9705dd76e6.jpg;Action, Adventure;Capcom;Capcom;4.0;;dead-rising-deluxe-remaster
Red Dead Redemption 2 +Update 1436.28;Red Dead Redemption 2;RAWG;2018.0;América, 1899. El fin de la era del Salvaje Oeste. Arthur Morgan y la banda de Van der Linde son forajidos en fuga. Mientras los agentes federales los cercan, la banda debe elegir entre sus ideales y su supervivencia.;https://media.rawg.io/media/games/511/5118aff5091cb3efec399c808f8c598f.jpg;Action;Rockstar Games;Rockstar Games;4.59;96.0;red-dead-redemption-2
Remnant II v453.438;Remnant 2;RAWG;2023.0;Remnant II enfrenta a los supervivientes de la humanidad contra nuevas y mortales criaturas y jefes similares a dioses. Lucha por mundos generados proceduralmente con hasta tres jugadores, combinando variados arquetipos y poderosas armas.;https://media.rawg.io/media/games/347/3478db948d4f25d40da7c22c0fd1039c.jpg;Action, Shooter, Arcade;Gunfire Games;Gearbox Publishing;3.74;;remnant-2
Resident Evil 2 Remake v13.06.22;Resident Evil 2;RAWG;2019.0;Resident Evil 2 es el remake completo del clásico de 1998. Leon S. Kennedy y Claire Redfield llegan a una Raccoon City invadida por zombis y deben sobrevivir al Departamento de Policía y al implacable Tirano.;https://media.rawg.io/media/games/053/053fc543bf488349610f1ae2d0c1b51b.jpg;Action, Adventure;Capcom;Capcom;4.5;91.0;resident-evil-2-2019
Resident Evil 3 Remake v13.06.2022;Resident evil 3 - Demake;RAWG;2021.0;Juega a Resident Evil 3 con una perspectiva cenital al estilo Zelda. Una versión fan-made del juego original reimaginada en estilo gráfico retro.;https://media.rawg.io/media/screenshots/de3/de3a30ea61f93a5634674977dc623ec8.jpg;Adventure, RPG, Puzzle;Samuel Heuwald;;0.0;;resident-evil-3-demake
Resident Evil 4;Resident Evil 4;RAWG;2023.0;Sobrevivir es solo el comienzo. El remake de Resident Evil 4 envía a Leon S. Kennedy a un remoto pueblo europeo para rescatar a la hija del Presidente de EE. UU., enfrentando a un siniestro culto y a terroríficos monstruos.;https://media.rawg.io/media/games/51a/51a404b9918a0b19fc704a3ca248c69f.jpg;Action, Adventure;Capcom;Capcom;4.58;;resident-evil-4-2023
Resident Evil 4 Remake v24.04.2023;Resident Evil 4;RAWG;2023.0;Sobrevivir es solo el comienzo. El remake de Resident Evil 4 manda a Leon S. Kennedy a Europa rural en busca de la hija secuestrada del Presidente, enfrentando al culto Los Illuminados y a su grotesco parásito Plagas.;https://media.rawg.io/media/games/51a/51a404b9918a0b19fc704a3ca248c69f.jpg;Action, Adventure;Capcom;Capcom;4.58;;resident-evil-4-2023
Resident Evil 4 Ultimate HD Edition v1.06 (19.04.2014);Resident Evil: Village;RAWG;2021.0;Vive el survival horror como nunca antes en la octava entrega principal de Resident Evil. Ethan Winters busca a su hija secuestrada en un misterioso pueblo envuelto en oscuridad y rodeado de peligrosas criaturas.;https://media.rawg.io/media/games/6cc/6cc23249972a427f697a3d10eb57a820.jpg;Action, Adventure;Capcom;Capcom;4.39;83.0;resident-evil-village
Resident Evil 6 Complete Pack;Resident Evil: Village;RAWG;2021.0;Vive el survival horror como nunca antes. Ethan Winters busca en un misterioso pueblo a su hija secuestrada, enfrentando a la imponente Lady Dimitrescu y otros grotescos señores en este tenso horror en primera persona.;https://media.rawg.io/media/games/6cc/6cc23249972a427f697a3d10eb57a820.jpg;Action, Adventure;Capcom;Capcom;4.39;83.0;resident-evil-village
Resident Evil 7 biohazard Gold Edition v13.06.2022;Resident Evil 7: Biohazard;RAWG;2017.0;Resident Evil 7: Biohazard es la séptima entrega principal de la saga, regresando a las raíces del survival horror con perspectiva en primera persona. Ethan Winters busca a su esposa desaparecida en una decrépita plantación de Luisiana.;https://media.rawg.io/media/games/cee/cee577e2097a59b77193fe2bce94667d.jpg;Action, Shooter, Adventure;Capcom, Capcom U.S.A;Capcom;4.33;85.0;resident-evil-7-biohazard
Resident Evil Village Deluxe Edition;Resident Evil: Village;RAWG;2021.0;Vive el survival horror como nunca antes. Ethan Winters es arrastrado a un nevado pueblo europeo, cazado por criaturas sobrenaturales y la misteriosa Madre Miranda.;https://media.rawg.io/media/games/6cc/6cc23249972a427f697a3d10eb57a820.jpg;Action, Adventure;Capcom;Capcom;4.39;83.0;resident-evil-village
RimWorld v1.5.4297;RimWorld;RAWG;2016.0;RimWorld es una simulación de colonia de ciencia ficción impulsada por un inteligente narrador IA. Inspirado en Dwarf Fortress y Firefly, narra historias de supervivientes de naves espaciales estrelladas gestionando una colonia en el borde del espacio conocido.;https://media.rawg.io/media/screenshots/4d8/4d85fbe90066fdbef295a618640c4a82.jpg;Strategy, Simulation, Indie;Ludeon Studios;Ludeon Studios;4.36;87.0;rimworld
Rise of the Tomb Raider 20 Year Celebration;Rise of the Tomb Raider: 20 Year Celebration;RAWG;2016.0;En Rise of the Tomb Raider, Lara Croft se convierte en algo más que una superviviente mientras emprende su primera expedición real de saqueo de tumbas, descubriendo una ciudad oculta y la promesa de la inmortalidad mientras combate a la despiadada organización Trinity.;https://media.rawg.io/media/games/451/451e5c6d5420d4862b9de70441cdc11a.jpg;Action, Adventure;Crystal Dynamics, Eidos Montreal, Nixxes;Square Enix, Microsoft Studios, Crystal Dynamics;4.17;88.0;rise-of-the-tomb-raider-20-year-celebration
RoboCop Rogue City;RoboCop: Rogue City;RAWG;2023.0;Conviértete en el icónico héroe mitad hombre, mitad máquina, todo policía mientras intentas llevar la justicia a las calles de un Detroit plagado de crimen, dispensando brutal justicia en este juego de acción en primera persona.;https://media.rawg.io/media/games/2ae/2ae4150474a27f90595c9092917ab2d3.jpg;Action, Adventure;Teyon;Nacon;3.93;;robocop-rogue-city
Saints Row 2;Saints Row 2;RAWG;2008.0;Saints Row 2 aporta verdadera libertad al juego en mundo abierto. Como el resucitado líder de los 3rd Street Saints, recupera Stilwater de las manos de pandillas rivales y enemigos corporativos con una ridícula personalización y caos descontrolado.;https://media.rawg.io/media/games/10d/10d19e52e5e8415d16a4d344fe711874.jpg;Action, Shooter;Volition, THQ;Deep Silver, Koch Media;3.57;78.0;saints-row-2
Saints Row IV - Re-Elected;Saints Row IV: Re-Elected;RAWG;2013.0;Tras salvar al mundo de un ataque terrorista, el líder de los 3rd Street Saints se convierte en Presidente de los Estados Unidos, solo para enfrentarse a una invasión alienígena y superpoderes que doblan la simulación.;https://media.rawg.io/media/games/b4e/b4ec8e98127914d0a38051f641dcf2f1.jpg;Action, Shooter;Deep Silver, Volition;Deep Silver, Koch Media;3.73;73.0;saints-row-iv-re-elected
Saints Row The Third The Full Package;Saints Row: The Third - The Full Package;RAWG;2012.0;Bienvenido a Steelport. Los Saints Row en su versión más disparatada. Lucha contra la organización criminal Syndicate usando el arsenal más absurdo de armas y vehículos jamás reunido, con todo el DLC incluido.;https://media.rawg.io/media/games/09b/09ba5a476a877b957c717aad1cf709fd.jpg;Action, Adventure;Volition, THQ;Deep Silver, Koch Media;3.95;;saints-row-the-third-the-full-package
Saints Row V Reboot v1.1.2.4376604;Saints Row: The Third;RAWG;2011.0;Bienvenido a Steelport, una ciudad desgarrada por tres violentas pandillas. Como los mundialmente famosos 3rd Street Saints, lucha contra el imperio criminal Syndicate con armas completamente ridículas y una historia igual de ridícula.;https://media.rawg.io/media/games/d69/d69810315bd7e226ea2d21f9156af629.jpg;Action, Adventure;Volition;THQ;3.95;84.0;saints-row-the-third
Samurai Warriors 2;SAMURAI WARRIORS 4-II;RAWG;2015.0;La última entrega lanzada para el 10º aniversario de la serie SAMURAI WARRIORS. Controla a guerreros individuales en campañas de historia personal ambientadas en el turbulento período Sengoku de la historia japonesa.;https://media.rawg.io/media/games/745/745d4e9df08ff87d034759966063ee42.jpg;Action;Koei Tecmo, KOEI TECMO America;Koei Tecmo Games;3.63;;samurai-warriors-4-ii
Schedule I v0.3.4f8;Schedule I;RAWG;2025.0;De camello a capo: fabrica y distribuye una variedad de drogas, construye una red criminal y dirige tu imperio ilegal sin que te pillen.;https://media.rawg.io/media/screenshots/fe2/fe21b112ec5c6d10d3690472f37c63ca.jpg;Action, Strategy, Simulation, Indie;TVGS;TVGS;3.74;;schedule-i
Sea of Stars 1.0.48412;Infinite Space III: Sea of Stars;RAWG;2015.0;Sea of Stars rinde homenaje a los JRPGs clásicos. Dos Hijos del Solsticio combinan el poder del sol y la luna para realizar la Magia Eclipse contra el malvado alquimista conocido como El Carnicero de Carne.;https://media.rawg.io/media/screenshots/3d6/3d6cd9197ac34803ed0bc5f616fd05a0.jpg;Adventure, Indie;Digital Eel;Digital Eel;0.0;;infinite-space-iii-sea-of-stars
Sekiro - Shadows Die Twice v1.06;Sekiro: Shadows Die Twice;RAWG;2019.0;Sekiro: Shadows Die Twice es un juego sobre un shinobi cuyo señor es secuestrado por un despiadado señor de la guerra en el Japón del período Sengoku. Domina el preciso combate con espada, herramientas de brazo protésico y mecánicas de resurrección en un mundo de mortales mitos.;https://media.rawg.io/media/games/67f/67f62d1f062a6164f57575e0604ee9f6.jpg;Action, RPG;FromSoftware;FromSoftware, Activision Value Publishing, 方块游戏;4.38;90.0;shadows-die-twice
Sengoku Dynasty v1.0.0.9;Sengoku Dynasty;RAWG;2023.0;Sengoku Dynasty mezcla RPG en mundo abierto, construcción de ciudades y supervivencia en el Japón feudal. Construye tu dinastía desde un único asentamiento en el caótico período Sengoku, gestionando ciudadanos, elaborando artesanía y defendiendo tu territorio.;https://media.rawg.io/media/screenshots/7b0/7b0aa0f469eac3c1839207e32226462f.jpg;Adventure, RPG, Simulation;Superkami;Toplitz Productions;3.71;;sengoku-dynasty
Senuas Saga Hellblade II;Senua's Saga: Hellblade II;RAWG;2024.0;La secuela de Hellblade: Senua's Sacrifice. Senua regresa en un nuevo viaje por la mitología nórdica, confrontando la oscuridad interior y exterior en una impresionante experiencia de acción cinematográfica construida para hardware de próxima generación.;https://media.rawg.io/media/games/b5c/b5ced2e44396160e62ff8d70e3adda71.jpg;Action;Ninja Theory;Microsoft Game Studios;3.95;;senuas-saga-hellblade-ii
Shadow of the Tomb Raider v1.0.492;Shadow of the Tomb Raider;RAWG;2018.0;Vive el momento definitorio de Lara Croft cuando se convierte en Tomb Raider. En Shadow of the Tomb Raider, Lara debe dominar una jungla letal, superar abrumadoras tumbas y resistir las fuerzas oscuras en una misión para salvar al mundo.;https://media.rawg.io/media/games/7f6/7f6cd70ba2ad57053b4847c13569f2d8.jpg;Action, Adventure;Eidos Montreal;Square Enix;3.91;78.0;shadow-of-the-tomb-raider
Sid Meier’s Pirates!;Sid Meier's Pirates!;RAWG;2004.0;Sid Meier's Pirates! es un juego de estrategia y aventura de acción, un remake del clásico de 1987. Navega el Caribe como capitán pirata en el siglo XVII, saqueando barcos, cortejando hijas de gobernadores y construyendo tu tripulación.;https://media.rawg.io/media/games/7ca/7ca90d463ea0c0252e7d01afe897ffa8.jpg;Action, Adventure, RPG, Strategy, Simulation, Arcade, Educational, Fighting;Feral Interactive, 2K, Firaxis, 2K China, Full Fat Productions;2K Games, Feral Interactive, Atari;3.96;88.0;pirates-3
Sid Meiers Civilization VI Digital Deluxe v1 0 12 46;Sid Meier's Civilization V;RAWG;2010.0;En Civilization V, lidera tu civilización elegida desde los albores del tiempo hasta la colonización espacial, superando a líderes rivales mediante diplomacia, cultura, ciencia y poderío militar en un mapa del mundo basado en hexágonos.;https://media.rawg.io/media/games/55e/55ee6432ac2bf224610fa17e4c652107.jpg;Strategy;Aspyr Media, Firaxis;2K Games, Aspyr;4.29;90.0;civilization-v
